name,line
Unknown,"Let's go. Pass it up now. Get open!"
Unknown,"All right! All right, all right! King Steve. King Steve, everyone. I like it. Playing tough today."
Steve,"Jesus! Do you ever stop talking? Come on!"
Unknown,"What? You afraid the coach is gonna bench you now that I'm here? Huh?"
Unknown,"You were moving your feet. Plant them next time, draw a charge."
Billy,"Don't sweat it, Harrington. Today's just not your day, man."
Billy,"Yeah. Not your week. You and the princess break up for one day, she's running off with the freak's brother. Oh, shit. You don't know. Jonathan and the princess skipped yesterday. Still haven't shown. But that must just be a coincidence, right?"
Billy,"Don't take it too hard, man. A pretty boy like you has got nothing to worry about. Plenty of bitches in the sea. Am I right? I'll be sure to leave you some."
Jonathan,"It's 15 past."
Nancy,"Yeah, I know."
Jonathan,"Just give him time."
Jonathan,"That guy. There."
Nancy,"What?"
Jonathan,"He just... just talked to himself."
Unknown,"Duck, duck, duck, duck, duck..."
Unknown,"Duck, duck, duck..."
Unknown,"Duck..."
Unknown,"Goose!"
Nancy,"I think we should go."
Unknown,"Trouble with your car, miss? I can give you two a lift if you like."
Nancy,"Jonathan."
Unknown,"You sure you don't need that ride?"
Hopper,"Hello?"
Joyce,"Leave it open."
Hopper,"Where the hell have you been?"
Joyce,"I overslept. What the hell's going on? It's freezing."
Hopper,"Hey! Knock, knock. We have a visitor."
Hopper,"So this thing, this shadow thing. You told your mom it likes it like this. It likes it cold?"
Will,"Yeah."
Hopper,"How do you know that?"
Will,"I just know."
Hopper,"Does he talk to you?"
Will,"No. It's like... I don't have to think. I just know things now. Things I never did before."
Hopper,"And, uh... what else do you know?"
Will,"It's hard to explain. It's like old memories in the back of my head, only... they're not my memories."
Hopper,"Okay."
Will,"I mean, I don't think they're old memories at all. They're... they're now-memories, happening all at once, now."
Hopper,"Can you describe these now-memories?"
Will,"I don't know. It's... it's hard to explain."
Joyce,"I know it's hard but can you just... Can you try? For us?"
Will,"It's like... They're growing and spreading... killing."
Hopper,"The memories?"
Will,"I don't know."
Joyce,"No, no, no. It's okay, sweetie."
Joyce,"Hey, hey, sweetie... what if you didn't have to use words?"
Lucas,"Anything?"
Mike,"We need to talk. AV room. Right now."
Mike,"Party members only."
Max,"Come on, Mike."
Mike,"No! This is non-negotiable."
Lucas,"Sorry, Max."
Dustin,"Sorry."
Mike,"Will didn't want me to tell anyone, but on Halloween night he saw a sort of shadow in the sky."
Lucas,"A shadow?"
Dustin,"What kind of shadow?"
Mike,"I don't know. But it scared him. And if Will really has True Sight... I mean, if he can really see into the Upside Down, maybe he saw that shadow again yesterday."
Lucas,"So that's why he was frozen like that?"
Mike,"Maybe."
Lucas,"Can it hurt him? I mean, if this shadow thing isn't from our world..."
Mike,"I'm not sure. Dustin?"
Dustin,"Well, if you're in another plane, you can't interact with the material plane, so theoretically, no, the shadow can't hurt him."
Lucas,"Yeah, if that's even what's happening. This isn't D & D. This is real life."
Mike,"So what do we do?"
Dustin,"We acquire more knowledge."
Mike,"I'll go to Will's after school. See what's going on. You guys stay here and find Dart."
Lucas,"Dart? What's he gotta do with this?"
Mike,"Will heard him in the Upside Down. I don't know how yet, but he's gotta be connected to all this. He's gotta be. If we find Dart, maybe we can solve this thing. Maybe we can help Will."
Nancy,"Hey! Hey, assholes! Let us out of here!"
Owens,"Oh! Not very pleasant in here, is it? Sorry about that. Hospitality's not our strong suit. You know, scientists and all."
Owens,"Yeah. Okay. You up for a little walk?"
Owens,"""Men of science have made abundant mistakes of every kind."" George Sarton said that. You guys know who George Sarton is? Doesn't really matter. The point is, mistakes have been made. Yes."
Nancy,"Mistakes?"
Owens,"Yes. Abundant mistakes, but, the men involved with those mistakes, the ones responsible for what happened to your brother and Miss Holland's death, they're gone. They're gone, and for better for worse, I'm the schmuck they brought in to make things better. But I can't make things better without your help."
Jonathan,"You mean without us shutting up?"
Owens,"She's tough, this one. You guys been together long?"
Jonathan,"We're not together."
Owens,"Wanna see what really killed your friend?"
Owens,"Teddy, I brought you an audience today. I hope you don't mind."
Teddy,"More the merrier, sir."
Owens,"I'd call it one hell of a mistake. Wouldn't you? See, the thing is, we can't seem to erase our mistake... but we can stop it from spreading. Like, it's like pulling weeds. But imagine for a moment if a foreign state, let's say, the Soviets... If they heard about our mistake... do you think they would even consider that a mistake? What if they tried to replicate that?"
Owens,"The more attention we bring to ourselves, the more... the more people like the Hollands know the truth, the more likely that scenario becomes. You see why I have to stop the truth from spreading, too. Just, same as those weeds there. By whatever means necessary."
Owens,"So, we understand each other now, don't we?"
Joyce,"This is more of the same."
Hopper,"Oh, it's nothing. It's just scribbles."
Joyce,"Wait! What? What?"
Hopper,"Wait. These black lines, see?"
Hopper,"What?"
Joyce,"Look, they connect."
Joyce,"They connect."
Hopper,"Does this mean anything to you?"
Will,"No."
Hopper,"I mean, is it some sort of maze or a road?"
Joyce,"I mean, it's sort of forking and branching like... like lightning."
Hopper,"You think it's that storm?"
Joyce,"No, the storm he drew was completely different. He used red. And this is all blue and it has some weird dirt color. I mean, maybe it's roots. 'Cause remember, he was saying it was spreading and..."
Hopper,"Killing."
Joyce,"He said they were killing."
Joyce,"Vines."
Joyce,"He's drawing vines."
Lucas,"Hey, Max. Have you seen Dustin? We're supposed to meet after class."
Lucas,"Max!"
Lucas,"Hey, Max! Hey, where you going? Come on! We've gotta go look for Dart."
Max,"Yeah, good luck with that."
Lucas,"What is wrong with you?"
Max,"What is wrong with me? What's wrong with you?"
Lucas,"I don't understand."
Max,"No! I don't understand! You guys act like you want me to be your friend but then you treat me like garbage!"
Lucas,"That's not true!"
Max,"Yes, it is! You go and hide in the AV Club, keeping secrets like we're in second grade or something. You know, I thought you guys wanted me in your party."
Lucas,"We do. But it's..."
Max,"But what?"
Lucas,"There... there are just things. Things we can't tell you, all right? For your own safety."
Max,"My own safety?"
Lucas,"Yes!"
Max,"Because I'm a girl?"
Lucas,"What? No!"
Max,"Did you keep secrets from El?"
Lucas,"How do you know about El?"
Max,"Did you?"
Lucas,"That was different. Trust me. Okay? That was just... just different."
Max,"Okay. You know what? Forget it, okay? I don't wanna be in your stupid party anyway. I'm out."
Max,"Have a nice life."
Lucas,"Max!"
Max,"You still stink, by the way!"
Lucas,"Oh, shit!"
Billy,"That kid you were talking to, who is he?"
Max,"He's no one."
Billy,"No one?"
Max,"This kid from my class."
Billy,"Why was he talking to you?"
Max,"It was just about a stupid class assignment."
Billy,"Then why're you so upset?"
Max,"I'm not!"
Billy,"He causing you trouble?"
Max,"Why do you care?"
Billy,"Because, Max, you're a piece of shit, but we're family now whether we like it or not, meaning I'm stuck looking out for you."
Max,"What would I ever do without..."
Billy,"Hey! This is serious shit, okay? I'm older than you. And something you learn is that there are a certain type of people in this world that you stay away from, and that kid, Max... That kid is one of them. You stay away from him, you hear me? Stay away."
Eleven,"""Ives. Terry."""
Eleven,"Jane."
Eleven,"Papa."
Terry,"Three to the right. Four to the left."
Terry,"Rainbow."
Terry,"Three to the right. Four to the left."
Terry,"Rainbow."
Terry,"Three to the right. Four to the left."
Terry,"Four-fifty..."
Terry,"Jane."
Eleven,"Mama?"
Eleven,"Mama!"
Eleven,"Mama?"
Eleven,"Mama!"
Eleven,"Mama!"
Eleven,"Mama..."
Eleven,"Mama!"
Mike,"Hello?"
Mike,"Will!"
Joyce,"Mrs. Byers?"
Mike,"Hey, Mike."
Joyce,"Is Will here?"
Mike,"You know what? Now is not a really good time."
Joyce,"Is he okay?"
Mike,"He's... he's just not feeling real well. He's laying down, so I'll tell him you stopped by, okay?"
Mike,"It's about the shadow monster, isn't it?"
Unknown,"Have a nice day."
Owens,"Doesn't really matter. The point is, mistakes have been made."
Nancy,"Mistakes?"
Owens,"The men involved with those mistakes, the ones responsible for what happened to your brother and Miss Holland's death, they're gone..."
Nancy,"You still wanna do this?"
Jonathan,"Let's burn that lab to the ground."
Claudia,"Mew-mew, dinner! Where are you? Mew-mew!"
Dustin,"Hey, Dusty!"
Claudia,"Hi, hey. Hey, Mom."
Dustin,"Everything okay?"
Claudia,"Yeah, everything's fine. Yeah."
Dustin,"Dart, I've gotta talk to you, buddy. It's about my friend, Will. I think..."
Dustin,"What the hell?"
Dustin,"Dart?"
Hopper,"Oh, Jesus."
